,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.4444444444444444T)>,<S1(t)S2(t-0.3888888888888889T)>,<S1(t)S2(t-0.3333333333333333T)>,<S1(t)S2(t-0.2777777777777778T)>,<S1(t)S2(t-0.2222222222222222T)>,<S1(t)S2(t-0.16666666666666666T)>,<S1(t)S2(t-0.1111111111111111T)>,<S1(t)S2(t-0.05555555555555555T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05555555555555555T)>,<S1(t)S2(t+0.1111111111111111T)>,<S1(t)S2(t+0.16666666666666666T)>,<S1(t)S2(t+0.2222222222222222T)>,<S1(t)S2(t+0.2777777777777778T)>,<S1(t)S2(t+0.3333333333333333T)>,<S1(t)S2(t+0.3888888888888889T)>,<S1(t)S2(t+0.4444444444444444T)>,<S1(t)S2(t+0.5T)>
0,1.8249238602766726,0.5479589040821918,0.547758904482191,0.4546072737163794,0.43800613208584915,0.3958047496569958,0.32220322203222024,0.2738021904175233,0.24060144360866162,0.2044008176032704,0.18620037240074477,0.17219999999999996,0.4535990928018143,0.16739999999999997,0.16300032600065198,0.19080076320305278,0.2272013632081792,0.2732021856174849,0.3248032480324803,0.36520438245258935,0.4114057596806355,0.459207347317557
