0 0.70889 0.00176726 1.6 
0.001 0.709569 0.00357656 1.6 
0.002 0.710247 0.00538371 1.6 
0.003 0.710926 0.00718871 1.6 
0.004 0.711603 0.00899157 1.6 
0.005 0.712281 0.0107923 1.6 
0.006 0.712958 0.0125909 1.6 
0.007 0.713635 0.0143873 1.6 
0.008 0.714311 0.0161817 1.6 
0.009 0.714987 0.0179738 1.6 
0.01 0.715663 0.0197639 1.6 
0.011 0.716338 0.0215519 1.6 
0.012 0.717013 0.0233377 1.6 
0.013 0.717688 0.0251214 1.6 
0.014 0.718362 0.026903 1.6 
0.015 0.719036 0.0286825 1.6 
0.016 0.71971 0.0304598 1.6 
0.017 0.720383 0.0322351 1.6 
0.018 0.721056 0.0340083 1.6 
0.019 0.721729 0.0357793 1.6 
0.02 0.722401 0.0375483 1.6 
0.021 0.723073 0.0393151 1.6 
0.022 0.723745 0.0410799 1.6 
0.023 0.724416 0.0428426 1.6 
0.024 0.725087 0.0446032 1.6 
0.025 0.725758 0.0463617 1.6 
0.026 0.726428 0.0481181 1.6 
0.027 0.727098 0.0498724 1.6 
0.028 0.727768 0.0516247 1.6 
0.029 0.728437 0.0533748 1.6 
0.03 0.729106 0.0551229 1.6 
0.031 0.729774 0.056869 1.6 
0.032 0.730442 0.058613 1.6 
0.033 0.73111 0.0603549 1.6 
0.034 0.731778 0.0620947 1.6 
0.035 0.732445 0.0638325 1.6 
0.036 0.733112 0.0655682 1.6 
0.037 0.733778 0.0673019 1.6 
0.038 0.734444 0.0690335 1.6 
0.039 0.73511 0.070763 1.6 
0.04 0.735775 0.0724906 1.6 
0.041 0.73644 0.074216 1.6 
0.042 0.737105 0.0759395 1.6 
0.043 0.73777 0.0776609 1.6 
0.044 0.738434 0.0793802 1.6 
0.045 0.739097 0.0810975 1.6 
0.046 0.739761 0.0828128 1.6 
0.047 0.740424 0.0845261 1.6 
0.048 0.741086 0.0862373 1.6 
0.049 0.741748 0.0879465 1.6 
0.05 0.74241 0.0896537 1.6 
0.051 0.743072 0.0913589 1.6 
0.052 0.743733 0.093062 1.6 
0.053 0.744394 0.0947631 1.6 
0.054 0.745055 0.0964623 1.6 
0.055 0.745715 0.0981594 1.6 
0.056 0.746375 0.0998545 1.6 
0.057 0.747034 0.101548 1.6 
0.058 0.747693 0.103239 1.6 
0.059 0.748352 0.104928 1.6 
0.06 0.749011 0.106615 1.6 
0.061 0.749669 0.1083 1.6 
0.062 0.750326 0.109983 1.6 
0.063 0.750984 0.111664 1.6 
0.064 0.751641 0.113343 1.6 
0.065 0.752298 0.115021 1.6 
0.066 0.752954 0.116696 1.6 
0.067 0.75361 0.118369 1.6 
0.068 0.754266 0.12004 1.6 
0.069 0.754921 0.121709 1.6 
0.07 0.755576 0.123377 1.6 
0.071 0.75623 0.125042 1.6 
0.072 0.756885 0.126705 1.6 
0.073 0.757538 0.128367 1.6 
0.074 0.758192 0.130026 1.6 
0.075 0.758845 0.131683 1.6 
0.076 0.759498 0.133339 1.6 
0.077 0.76015 0.134992 1.6 
0.078 0.760803 0.136644 1.6 
0.079 0.761454 0.138294 1.6 
0.08 0.762106 0.139941 1.6 
0.081 0.762757 0.141587 1.6 
0.082 0.763408 0.143231 1.6 
0.083 0.764058 0.144873 1.6 
0.084 0.764708 0.146513 1.6 
0.085 0.765358 0.148151 1.6 
0.086 0.766007 0.149787 1.6 
0.087 0.766656 0.151421 1.6 
0.088 0.767304 0.153053 1.6 
0.089 0.767953 0.154683 1.6 
0.09 0.768601 0.156312 1.6 
0.091 0.769248 0.157938 1.6 
0.092 0.769895 0.159562 1.6 
0.093 0.770542 0.161185 1.6 
0.094 0.771189 0.162806 1.6 
0.095 0.771835 0.164424 1.6 
0.096 0.772481 0.166041 1.6 
0.097 0.773126 0.167656 1.6 
0.098 0.773771 0.169269 1.6 
0.099 0.774416 0.17088 1.6 
0.1 0.77506 0.17249 1.6 
0.101 0.775704 0.174097 1.6 
0.102 0.776348 0.175702 1.6 
0.103 0.776991 0.177306 1.6 
0.104 0.777634 0.178908 1.6 
0.105 0.778276 0.180507 1.6 
0.106 0.778919 0.182105 1.6 
0.107 0.779561 0.183701 1.6 
0.108 0.780202 0.185295 1.6 
0.109 0.780843 0.186888 1.6 
0.11 0.781484 0.188478 1.6 
0.111 0.782124 0.190066 1.6 
0.112 0.782764 0.191653 1.6 
0.113 0.783404 0.193238 1.6 
0.114 0.784044 0.194821 1.6 
0.115 0.784683 0.196402 1.6 
0.116 0.785321 0.197981 1.6 
0.117 0.78596 0.199558 1.6 
0.118 0.786597 0.201134 1.6 
0.119 0.787235 0.202707 1.6 
0.12 0.787872 0.204279 1.6 
0.121 0.788509 0.205849 1.6 
0.122 0.789146 0.207417 1.6 
0.123 0.789782 0.208983 1.6 
0.124 0.790418 0.210547 1.6 
0.125 0.791053 0.21211 1.6 
0.126 0.791688 0.21367 1.6 
0.127 0.792323 0.215229 1.6 
0.128 0.792957 0.216786 1.6 
0.129 0.793591 0.218341 1.6 
0.13 0.794225 0.219895 1.6 
0.131 0.794858 0.221446 1.6 
0.132 0.795491 0.222996 1.6 
0.133 0.796124 0.224544 1.6 
0.134 0.796756 0.22609 1.6 
0.135 0.797388 0.227634 1.6 
0.136 0.798019 0.229176 1.6 
0.137 0.798651 0.230717 1.6 
0.138 0.799281 0.232256 1.6 
0.139 0.799912 0.233793 1.6 
0.14 0.800542 0.235328 1.6 
0.141 0.801171 0.236861 1.6 
0.142 0.801801 0.238393 1.6 
0.143 0.80243 0.239922 1.6 
0.144 0.803059 0.24145 1.6 
0.145 0.803687 0.242976 1.6 
0.146 0.804315 0.244501 1.6 
0.147 0.804942 0.246023 1.6 
0.148 0.805569 0.247544 1.6 
0.149 0.806196 0.249063 1.6 
0.15 0.806823 0.25058 1.6 
0.151 0.807449 0.252096 1.6 
0.152 0.808075 0.253609 1.6 
0.153 0.8087 0.255121 1.6 
0.154 0.809325 0.256631 1.6 
0.155 0.80995 0.258139 1.6 
0.156 0.810574 0.259646 1.6 
0.157 0.811198 0.261151 1.6 
0.158 0.811822 0.262654 1.6 
0.159 0.812445 0.264155 1.6 
0.16 0.813068 0.265654 1.6 
0.161 0.81369 0.267152 1.6 
0.162 0.814313 0.268648 1.6 
0.163 0.814934 0.270142 1.6 
0.164 0.815556 0.271635 1.6 
0.165 0.816177 0.273125 1.6 
0.166 0.816798 0.274614 1.6 
