2.0 0.5 0.5 2 1 0
1.9978643 0.5 0.5 2 1 0
1.9957286 0.5 0.5 2 1 0
1.993593 0.5 0.5 2 1 0
1.9914573 0.5 0.5 2 1 0
1.9893216 0.5 0.5 2 1 0
1.9871859 0.5 0.5 2 1 0
1.9850503 0.5 0.5 2 1 0
1.9829146 0.5 0.5 2 1 0
1.9807789 0.5 0.5 2 1 0
1.9786432 0.5 0.5 2 1 0
1.9765075 0.5 0.5 2 1 0
1.9743719 0.5 0.5 2 1 0
1.9722362 0.5 0.5 2 1 0
1.9701005 0.5 0.5 2 1 0
1.9679648 0.5 0.5 2 1 0
1.9658291 0.5 0.5 2 1 0
1.9636935 0.5 0.5 2 1 0
1.9615578 0.5 0.5 2 1 0
1.9594221 0.5 0.5 2 1 0
1.9572864 0.5 0.5 2 1 0
1.9551508 0.5 0.5 2 1 0
1.9530151 0.5 0.5 2 1 0
1.9508794 0.5 0.5 2 1 0
1.9487437 0.5 0.5 2 1 0
1.946608 0.5 0.5 2 1 0
1.9444724 0.5 0.5 2 1 0
1.9423367 0.5 0.5 2 1 0
1.940201 0.5 0.5 2 1 0
1.9380653 0.5 0.5 2 1 0
1.9359296 0.5 0.5 2 1 0
1.933794 0.5 0.5 2 1 0
1.9316583 0.5 0.5 2 1 0
1.9295226 0.5 0.5 2 1 0
1.9273869 0.5 0.5 2 1 0
1.9252513 0.5 0.5 2 1 0
1.9231156 0.5 0.5 2 1 0
1.9209799 0.5 0.5 2 1 0
1.9188442 0.5 0.5 2 1 0
1.9167085 0.5 0.5 2 1 0
1.9145729 0.5 0.5 2 1 0
1.9124372 0.5 0.5 2 1 0
1.9103015 0.5 0.5 2 1 0
1.9081658 0.5 0.5 2 1 0
1.9060302 0.5 0.5 2 1 0
1.9038945 0.5 0.5 2 1 0
1.9017588 0.5 0.5 2 1 0
1.8996231 0.5 0.5 2 1 0
1.8974874 0.5 0.5 2 1 0
1.8953518 0.5 0.5 2 1 0
1.8932161 0.5 0.5 2 1 0
1.8910804 0.5 0.5 2 1 0
1.8889447 0.5 0.5 2 1 0
1.886809 0.5 0.5 2 1 0
1.8846734 0.5 0.5 2 1 0
1.8825377 0.5 0.5 2 1 0
1.880402 0.5 0.5 2 1 0
1.8782663 0.5 0.5 2 1 0
1.8761307 0.5 0.5 2 1 0
1.873995 0.5 0.5 2 1 0
1.8718593 0.5 0.5 2 1 0
1.8697236 0.5 0.5 2 1 0
1.8675879 0.5 0.5 2 1 0
1.8654523 0.5 0.5 2 1 0
1.8633166 0.5 0.5 2 1 0
1.8611809 0.5 0.5 2 1 0
1.8590452 0.5 0.5 2 1 0
1.8569095 0.5 0.5 2 1 0
1.8547739 0.5 0.5 2 1 0
1.8526382 0.5 0.5 2 1 0
1.8505025 0.5 0.5 2 1 0
1.8483668 0.5 0.5 2 1 0
1.8462312 0.5 0.5 2 1 0
1.8440955 0.5 0.5 2 1 0
1.8419598 0.5 0.5 2 1 0
1.8398241 0.5 0.5 2 1 0
1.8376884 0.5 0.5 2 1 0
1.8355528 0.5 0.5 2 1 0
1.8334171 0.5 0.5 2 1 0
1.8312814 0.5 0.5 2 1 0
1.8291457 0.5 0.5 2 1 0
1.8270101 0.5 0.5 2 1 0
1.8248744 0.5 0.5 2 1 0
1.8227387 0.5 0.5 2 1 0
1.820603 0.5 0.5 2 1 0
1.8184673 0.5 0.5 2 1 0
1.8163317 0.5 0.5 2 1 0
1.814196 0.5 0.5 2 1 0
1.8120603 0.5 0.5 2 1 0
1.8099246 0.5 0.5 2 1 0
1.8077889 0.5 0.5 2 1 0
1.8056533 0.5 0.5 2 1 0
1.8035176 0.5 0.5 2 1 0
1.8013819 0.5 0.5 2 1 0
1.7992462 0.5 0.5 2 1 0
1.7971106 0.5 0.5 2 1 0
1.7949749 0.5 0.5 2 1 0
1.7928392 0.5 0.5 2 1 0
1.7907035 0.5 0.5 2 1 0
1.7885678 0.5 0.5 2 1 0
1.7864322 0.5 0.5 2 1 0
1.7842965 0.5 0.5 2 1 0
1.7821608 0.5 0.5 2 1 0
1.7800251 0.5 0.5 2 1 0
1.7778894 0.5 0.5 2 1 0
1.7757538 0.5 0.5 2 1 0
1.7736181 0.5 0.5 2 1 0
1.7714824 0.5 0.5 2 1 0
1.7693467 0.5 0.5 2 1 0
1.7672111 0.5 0.5 2 1 0
1.7650754 0.5 0.5 2 1 0
1.7629397 0.5 0.5 2 1 0
1.760804 0.5 0.5 2 1 0
1.7586683 0.5 0.5 2 1 0
1.7565327 0.5 0.5 2 1 0
1.754397 0.5 0.5 2 1 0
1.7522613 0.5 0.5 2 1 0
1.7501256 0.5 0.5 2 1 0
1.7479899 0.5 0.5 2 1 0
1.7458543 0.5 0.5 2 1 0
1.7437186 0.5 0.5 2 1 0
1.7415829 0.5 0.5 2 1 0
1.7394472 0.5 0.5 2 1 0
1.7373116 0.5 0.5 2 1 0
1.7351759 0.5 0.5 2 1 0
1.7330402 0.5 0.5 2 1 0
1.7309045 0.5 0.5 2 1 0
1.7287688 0.5 0.5 2 1 0
1.7266332 0.5 0.5 2 1 0
1.7244975 0.5 0.5 2 1 0
1.7223618 0.5 0.5 2 1 0
1.7202261 0.5 0.5 2 1 0
1.7180905 0.5 0.5 2 1 0
1.7159548 0.5 0.5 2 1 0
1.7138191 0.5 0.5 2 1 0
1.7116834 0.5 0.5 2 1 0
1.7095477 0.5 0.5 2 1 0
1.7074121 0.5 0.5 2 1 0
1.7052764 0.5 0.5 2 1 0
1.7031407 0.5 0.5 2 1 0
1.701005 0.5 0.5 2 1 0
1.6988693 0.5 0.5 2 1 0
1.6967337 0.5 0.5 2 1 0
1.694598 0.5 0.5 2 1 0
1.6924623 0.5 0.5 2 1 0
1.6903266 0.5 0.5 2 1 0
1.688191 0.5 0.5 2 1 0
1.6860553 0.5 0.5 2 1 0
1.6839196 0.5 0.5 2 1 0
1.6817839 0.5 0.5 2 1 0
1.6796482 0.5 0.5 2 1 0
1.6775126 0.5 0.5 2 1 0
1.6753769 0.5 0.5 2 1 0
1.6732412 0.5 0.5 2 1 0
1.6711055 0.5 0.5 2 1 0
1.6689698 0.5 0.5 2 1 0
1.6668342 0.5 0.5 2 1 0
1.6646985 0.5 0.5 2 1 0
1.6625628 0.5 0.5 2 1 0
1.6604271 0.5 0.5 2 1 0
1.6582915 0.5 0.5 2 1 0
1.6561558 0.5 0.5 2 1 0
1.6540201 0.5 0.5 2 1 0
1.6518844 0.5 0.5 2 1 0
1.6497487 0.5 0.5 2 1 0
1.6476131 0.5 0.5 2 1 0
1.6454774 0.5 0.5 2 1 0
1.6433417 0.5 0.5 2 1 0
1.641206 0.5 0.5 2 1 0
