2.0 0.5 0.5 2 1 0
1.9974456 0.5 0.5 2 1 0
1.9948911 0.5 0.5 2 1 0
1.9923367 0.5 0.5 2 1 0
1.9897822 0.5 0.5 2 1 0
1.9872278 0.5 0.5 2 1 0
1.9846734 0.5 0.5 2 1 0
1.9821189 0.5 0.5 2 1 0
1.9795645 0.5 0.5 2 1 0
1.9770101 0.5 0.5 2 1 0
1.9744556 0.5 0.5 2 1 0
1.9719012 0.5 0.5 2 1 0
1.9693467 0.5 0.5 2 1 0
1.9667923 0.5 0.5 2 1 0
1.9642379 0.5 0.5 2 1 0
1.9616834 0.5 0.5 2 1 0
1.959129 0.5 0.5 2 1 0
1.9565745 0.5 0.5 2 1 0
1.9540201 0.5 0.5 2 1 0
1.9514657 0.5 0.5 2 1 0
1.9489112 0.5 0.5 2 1 0
1.9463568 0.5 0.5 2 1 0
1.9438023 0.5 0.5 2 1 0
1.9412479 0.5 0.5 2 1 0
1.9386935 0.5 0.5 2 1 0
1.936139 0.5 0.5 2 1 0
1.9335846 0.5 0.5 2 1 0
1.9310302 0.5 0.5 2 1 0
1.9284757 0.5 0.5 2 1 0
1.9259213 0.5 0.5 2 1 0
1.9233668 0.5 0.5 2 1 0
1.9208124 0.5 0.5 2 1 0
1.918258 0.5 0.5 2 1 0
1.9157035 0.5 0.5 2 1 0
1.9131491 0.5 0.5 2 1 0
1.9105946 0.5 0.5 2 1 0
1.9080402 0.5 0.5 2 1 0
1.9054858 0.5 0.5 2 1 0
1.9029313 0.5 0.5 2 1 0
1.9003769 0.5 0.5 2 1 0
1.8978225 0.5 0.5 2 1 0
1.895268 0.5 0.5 2 1 0
1.8927136 0.5 0.5 2 1 0
1.8901591 0.5 0.5 2 1 0
1.8876047 0.5 0.5 2 1 0
1.8850503 0.5 0.5 2 1 0
1.8824958 0.5 0.5 2 1 0
1.8799414 0.5 0.5 2 1 0
1.8773869 0.5 0.5 2 1 0
1.8748325 0.5 0.5 2 1 0
1.8722781 0.5 0.5 2 1 0
1.8697236 0.5 0.5 2 1 0
1.8671692 0.5 0.5 2 1 0
1.8646147 0.5 0.5 2 1 0
1.8620603 0.5 0.5 2 1 0
1.8595059 0.5 0.5 2 1 0
1.8569514 0.5 0.5 2 1 0
1.854397 0.5 0.5 2 1 0
1.8518426 0.5 0.5 2 1 0
1.8492881 0.5 0.5 2 1 0
1.8467337 0.5 0.5 2 1 0
1.8441792 0.5 0.5 2 1 0
1.8416248 0.5 0.5 2 1 0
1.8390704 0.5 0.5 2 1 0
1.8365159 0.5 0.5 2 1 0
1.8339615 0.5 0.5 2 1 0
1.831407 0.5 0.5 2 1 0
1.8288526 0.5 0.5 2 1 0
1.8262982 0.5 0.5 2 1 0
1.8237437 0.5 0.5 2 1 0
1.8211893 0.5 0.5 2 1 0
1.8186349 0.5 0.5 2 1 0
1.8160804 0.5 0.5 2 1 0
1.813526 0.5 0.5 2 1 0
1.8109715 0.5 0.5 2 1 0
1.8084171 0.5 0.5 2 1 0
1.8058627 0.5 0.5 2 1 0
1.8033082 0.5 0.5 2 1 0
1.8007538 0.5 0.5 2 1 0
1.7981993 0.5 0.5 2 1 0
1.7956449 0.5 0.5 2 1 0
1.7930905 0.5 0.5 2 1 0
1.790536 0.5 0.5 2 1 0
1.7879816 0.5 0.5 2 1 0
1.7854271 0.5 0.5 2 1 0
1.7828727 0.5 0.5 2 1 0
1.7803183 0.5 0.5 2 1 0
1.7777638 0.5 0.5 2 1 0
1.7752094 0.5 0.5 2 1 0
1.772655 0.5 0.5 2 1 0
1.7701005 0.5 0.5 2 1 0
1.7675461 0.5 0.5 2 1 0
